	Event_Type	Count	Sample_sentence	Trigger	Start	End
218	Movement:Transport	713	i will say he will come out of the burn unit in three weeks time, but he will be, you know, in kuwait until we find him really constructive plan that takes into consideration all aspects of his needs, psychological, social and future plan.	come	5	6
219	Movement:Transport	713	the top story there today, the world health organization announced it is lifting its advisory against travel to toronto because of fear of sars.	travel	17	18
220	Movement:Transport	713	the who says sars advisories against travel to hong kong, beijing and the chinese provences will remain in effect.	travel	6	7
221	Movement:Transport	713	we anticipate in a matter of moments, the secretary of defense, donald rumsfeld, to arrive inside of this hangar and we'll carry his speech live when that gets underway.	arrive	17	18
222	Movement:Transport	713	he -- after landing and taking a brief tour of part of the ship, he also went out on to the flight deck and observed some of the flight operations of some of the f-18 aircraft that are now leaving these aircraft, headed to lamore after this 10-month long deploy am.	headed	44	45
223	Movement:Transport	713	other p.o.w.s from iraq after they were captured and released, that dramatic release that sunday morning when they were picked up by a squadron of marines who had wanted wandered in a town in baghdad and were told where they were being kept.	picked up	20	22
224	Movement:Transport	713	other p.o.w.s from iraq after they were captured and released, that dramatic release that sunday morning when they were picked up by a squadron of marines who had wanted wandered in a town in baghdad and were told where they were being kept.	wandered	30	31
225	Movement:Transport	713	dramatic rescue and then a return home.	return	5	6
226	Movement:Transport	713	typical perfect day in san diego waiting for these men and women to come home.	come	13	14
227	Movement:Transport	713	i just think about all the family members sitting at home, sitting on the dock looking at this boat coming in.	coming	20	21
228	Movement:Transport	713	some of these had children while they were out at sea and this is the first time that -- first opportunity to get home and meet and hold them.	get	22	23
229	Movement:Transport	713	just about to come home.	come	3	4
230	Movement:Transport	713	although this came home by itself from hawaii.	came	2	3
231	Movement:Transport	713	it's going to have to make a trip up the coast.	trip	8	9
232	Movement:Transport	713	the message from the israeli government is that its soldiers are not targeting journalists, but that journalists who travel to places where there could be live fire exchange between israeli forces and palestinian gunmen have a responsibility to take greater precautions.	travel	19	20
233	Movement:Transport	713	are they trying to swim to shore we'll	swim	4	5
234	Movement:Transport	713	reporter: the story of how he got to washington, d.c., is compelling for several reasons, starting with how close he came to not being here at all.	got	7	8
235	Movement:Transport	713	your journey, particularly to southern iraq, what is evoked there a sense of both that you evoke is a sense of history of this regime.	journey	1	2
236	Movement:Transport	713	when they made the decision not to move toward bagdad with bad information.	move	7	8
237	Movement:Transport	713	this is a rather remarkable arrangement because they are cheering there the arrival of khatami, the president of iran.	arrival	12	13
238	Movement:Transport	713	now, he is making a trip and you see him there with his hands raised, there with the cloak on, shaking his fists, hands classped there, in a salute to the crowd.	trip	6	7
239	Movement:Transport	713	we are seeing that secretary of state colin powell also traveling through the region, trying to get regional leaders there to put more pressure on the palestinians to stop any terrorist activities that may be happening on their behalf as well in that region.	traveling	10	11
240	Movement:Transport	713	we'll watch and listening very closely to president khatami's visit there in beirut, lebanon.	visit	11	12
241	Movement:Transport	713	they came from the richmond marina as well as the urbuinano island, the coast guard station.	came	1	2
242	Movement:Transport	713	they believe -- police say that is where scott peterson told them that he did go fishing the day that laci peterson did disappear.	go	15	16
243	Movement:Transport	713	for the next 12 hours into the morning, planes from the carrier will fly missions over afghanistan.	fly	14	15
244	Movement:Transport	713	president bush head to the g-8 summit in france on friday with victory over saddam hussein and in his pocket and a soaring approval rating by the american public, but do europeans share the same enthusiasm for the president?	head	2	3
245	Movement:Transport	713	both sides will meet with president bush when he arrives in the mideast next week.	arrives	9	10
246	Movement:Transport	713	to mark his historic climb to the top of mt.	climb	4	5
247	Movement:Transport	713	what i should tell you is there are about 15 possible routes to get you to the top of mt.	get	13	14
248	Movement:Transport	713	175 people have died trying to reach the summit of mt.	reach	6	7
249	Movement:Transport	713	overcaes -- overseas, president bush will leave france in a few hour's time after a second meeting face-to-face in private with french president jacque chirac today.	leave	7	8
250	Movement:Transport	713	mr. bush travels next to egypt and he will enter middle east peace talks at middle east.	travels	2	3
251	Movement:Transport	713	but a joyous day for 5,000 sailors and marines and friends and family in the san diego, california area because the giant u.s. carrier constellation is now returning home from the war in iraq.	returning	28	29
252	Movement:Transport	713	they're coming home for the last time to san diego.	coming	2	3
253	Movement:Transport	713	"we are expecting some 15,000 people to greet the ""uss constellation"" as it comes home."	comes	15	16
254	Movement:Transport	713	they were headed home.	headed	2	3
255	Movement:Transport	713	the mars express on its way on a seven-month journey to the red planet, contains really two spacecraft.	journey	9	10
256	Movement:Transport	713	it also has a lander known as beagle two, named after charles car win which he sailed to the island and went into its bit of fame.	sailed	17	18
